ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
GRAPHITE [GOLD] nf=68 down_streak=1 vol=1.4x sret=-0.7% rsi=52 distSMA200=-5% distHigh60=-8% atr=3.8% | close10d[449,471,459,460,449,437,466,463,485,482] vol5d[0.5x,1.0x,0.8x,4.1x,1.4x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5
GPIL [GOLD] nf=98 down_streak=1 vol=1.3x sret=-1.4% rsi=50 distSMA200=+5% distHigh60=-3% atr=3.8% | close10d[182,186,182,179,177,178,190,199,205,203] vol5d[0.9x,1.0x,2.9x,1.8x,1.3x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>2.99 & weekly_close_loc>0.53 & weekly_close_vs_sma20>8.14 & weekly_range_pct>11.93
GRAVITA [ENTERPRISE-Dryup] nf=35 down_streak=0 vol=0.9x sret=+0.9% rsi=48 distSMA200=-7% distHigh60=-5% atr=4.6% | close10d[1812,1936,1871,1906,1833,1807,1898,1884,1903,1920] vol5d[0.4x,0.4x,0.2x,0.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44
GSPL [GOLD] nf=57 down_streak=0 vol=1.1x sret=+0.4% rsi=65 distSMA200=-1% distHigh60=-2% atr=3.6% | close10d[319,330,319,323,315,322,330,347,347,348] vol5d[0.8x,0.5x,1.6x,1.5x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71
HBLENGINE [GOLD-baseline] nf=102 down_streak=0 vol=2.5x sret=+1.4% rsi=65 distSMA200=+2% distHigh60=-1% atr=4.0% | close10d[493,500,478,479,468,468,506,507,569,577] vol5d[0.6x,1.0x,0.5x,9.3x,2.5x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
HEG [GOLD] nf=87 down_streak=1 vol=0.8x sret=-0.9% rsi=52 distSMA200=+9% distHigh60=-6% atr=4.0% | close10d[460,468,447,447,436,425,463,462,488,484] vol5d[0.6x,1.1x,0.4x,3.0x,0.8x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
DRREDDY [GOLD] nf=22 down_streak=0 vol=1.0x sret=+1.3% rsi=59 distSMA200=-2% distHigh60=-1% atr=2.5% | close10d[1170,1164,1153,1153,1141,1149,1188,1199,1212,1229] vol5d[0.6x,2.1x,1.4x,0.6x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=3.12 & weekly_close_loc>0.76 & weekly_close_vs_sma20>-0.17 & weekly_range_pct>6.69
HONASA [ENTERPRISE-Dryup] nf=36 down_streak=2 vol=0.4x sret=-0.6% rsi=67 distSMA200=-21% distHigh60=-3% atr=3.7% | close10d[253,251,252,248,247,247,248,256,256,255] vol5d[0.2x,0.2x,0.4x,0.6x,0.4x] | patterns: hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_15pc_20d:atr_20_pct>2.78 & dist_high_252<=-43.91 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_25pc_30d:dist_high_252<=-51.16
HOMEFIRST [ENTERPRISE-Dryup] nf=45 down_streak=1 vol=0.5x sret=-0.6% rsi=35 distSMA200=+9% distHigh60=-11% atr=4.8% | close10d[1193,1182,1152,1152,1162,1147,1170,1170,1188,1181] vol5d[0.4x,0.2x,0.3x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_15pc_20d:atr_20_pct>4.63 & weekly_close_loc<=0.61 & weekly_close_loc>0.38 | hit_15pc_20d:atr_20_pct>2.54 & weekly_close_loc>0.26 & weekly_close_vs_sma20>-1.73 & weekly_range_pct>8.03 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29
HUDCO [ENTERPRISE-Dryup] nf=37 down_streak=0 vol=0.8x sret=+1.9% rsi=45 distSMA200=-3% distHigh60=-9% atr=4.2% | close10d[222,229,218,214,211,208,224,220,218,222] vol5d[0.6x,0.8x,0.8x,1.0x,0.8x] | patterns: hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59
HSCL [ENTERPRISE-Dryup] nf=57 down_streak=0 vol=0.6x sret=+1.3% rsi=45 distSMA200=-12% distHigh60=-10% atr=4.2% | close10d[431,441,430,425,431,414,441,445,447,452] vol5d[0.7x,1.2x,0.6x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_5_vs_20>0.92 & rs_sector_20d<=-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25
DELHIVERY [ENTERPRISE-Dryup] nf=34 down_streak=0 vol=0.5x sret=+0.0% rsi=72 distSMA200=-6% distHigh60=-1% atr=2.9% | close10d[307,306,302,304,301,300,311,319,324,324] vol5d[0.5x,0.5x,0.6x,0.6x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71
IDBI [GOLD] nf=70 down_streak=0 vol=1.2x sret=+0.8% rsi=55 distSMA200=+5% distHigh60=-2% atr=3.6% | close10d[80,81,78,78,77,76,82,82,86,86] vol5d[0.7x,1.2x,0.7x,2.1x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct<=4.4 & weekly_close_loc>0.81 & weekly_close_vs_sma20>2.23 & weekly_range_pct>8.5 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
IFCI [GOLD] nf=88 down_streak=0 vol=1.0x sret=+1.0% rsi=46 distSMA200=-23% distHigh60=-10% atr=4.2% | close10d[42,43,41,41,40,39,43,43,44,45] vol5d[1.3x,3.1x,1.1x,1.2x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
INDIANB [GOLD] nf=23 down_streak=0 vol=0.7x sret=+0.7% rsi=56 distSMA200=+9% distHigh60=-2% atr=3.3% | close10d[544,562,547,544,540,538,558,566,570,574] vol5d[0.5x,0.6x,1.1x,1.2x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50<=1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7
CENTRALBK [ENTERPRISE-Dryup] nf=58 down_streak=1 vol=0.8x sret=-1.3% rsi=41 distSMA200=-29% distHigh60=-26% atr=3.7% | close10d[37,37,35,35,34,34,36,37,37,36] vol5d[0.7x,0.8x,0.6x,0.6x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97
INDUSTOWER [ENTERPRISE-Dryup] nf=12 down_streak=0 vol=0.9x sret=+0.2% rsi=45 distSMA200=+7% distHigh60=-6% atr=3.3% | close10d[379,384,379,384,385,388,397,395,396,397] vol5d[0.7x,0.7x,0.7x,0.9x,0.9x] | patterns: hit_15pc_20d:dist_high_60<=-5.81 & weekly_close_loc>0.62 & weekly_close_vs_sma20>11.17 & weekly_range_pct<=17.91 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47
HINDZINC [GOLD] nf=38 down_streak=0 vol=1.0x sret=+0.4% rsi=43 distSMA200=-8% distHigh60=-8% atr=3.4% | close10d[429,428,413,423,409,408,435,429,439,441] vol5d[0.8x,1.4x,0.8x,1.2x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
IOB [ENTERPRISE-Dryup] nf=71 down_streak=0 vol=0.6x sret=+0.1% rsi=46 distSMA200=-26% distHigh60=-22% atr=3.5% | close10d[38,38,35,35,35,35,37,38,38,38] vol5d[1.0x,1.3x,0.8x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
GALLANTT [GOLD-baseline] nf=99 down_streak=1 vol=1.5x sret=-1.0% rsi=52 distSMA200=+31% distHigh60=-6% atr=5.5% | close10d[438,465,434,442,427,416,463,466,471,466] vol5d[0.8x,1.4x,1.1x,1.1x,1.5x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50>0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3
IIFL [GOLD] nf=74 down_streak=1 vol=0.6x sret=-0.4% rsi=65 distSMA200=+2% distHigh60=-2% atr=4.3% | close10d[353,359,344,368,361,372,388,405,413,412] vol5d[2.3x,0.9x,3.2x,0.9x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
IREDA [ENTERPRISE-Dryup] nf=45 down_streak=1 vol=0.8x sret=-0.6% rsi=41 distSMA200=-17% distHigh60=-11% atr=3.8% | close10d[166,169,160,162,159,156,168,167,168,167] vol5d[0.6x,0.6x,0.5x,0.6x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67
J&KBANK [ENTERPRISE-Dryup] nf=79 down_streak=2 vol=0.3x sret=-0.3% rsi=47 distSMA200=+1% distHigh60=-13% atr=4.9% | close10d[94,96,93,92,91,90,97,102,101,101] vol5d[0.6x,1.1x,1.0x,0.5x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
JBCHEPHARM [ENTERPRISE-Dryup] nf=16 down_streak=0 vol=0.9x sret=+1.6% rsi=54 distSMA200=-7% distHigh60=-6% atr=2.9% | close10d[1577,1570,1504,1537,1544,1525,1557,1583,1613,1639] vol5d[1.0x,1.2x,0.8x,1.0x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07
IPCALAB [ENTERPRISE-Dryup] nf=22 down_streak=1 vol=0.6x sret=-0.9% rsi=41 distSMA200=-5% distHigh60=-8% atr=3.1% | close10d[1378,1388,1383,1364,1350,1362,1372,1404,1418,1406] vol5d[0.6x,0.7x,0.6x,0.4x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41
GMRAIRPORT [ENTERPRISE-Dryup] nf=10 down_streak=0 vol=0.8x sret=+1.7% rsi=50 distSMA200=+7% distHigh60=-1% atr=3.0% | close10d[87,88,86,87,85,84,88,87,88,89] vol5d[0.6x,1.3x,0.4x,0.3x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71 | hit_15pc_20d:atr_20_pct>2.86 & rs_sector_60d<=31.83 & weekly_close_loc>0.7 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43
JKTYRE [ENTERPRISE-Dryup] nf=17 down_streak=1 vol=0.5x sret=-1.3% rsi=66 distSMA200=-6% distHigh60=-2% atr=3.4% | close10d[311,321,312,327,324,323,335,334,344,340] vol5d[0.8x,0.6x,0.4x,1.0x,0.5x] | patterns: hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64
JPPOWER [ENTERPRISE-Dryup] nf=55 down_streak=0 vol=0.7x sret=+0.8% rsi=39 distSMA200=-13% distHigh60=-11% atr=4.2% | close10d[14,14,14,14,13,13,14,14,15,15] vol5d[1.1x,1.0x,0.7x,0.6x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42
JSL [GOLD] nf=66 down_streak=1 vol=0.8x sret=-0.7% rsi=76 distSMA200=-3% distHigh60=-2% atr=3.0% | close10d[588,586,588,595,588,580,610,625,653,649] vol5d[1.6x,2.0x,1.2x,1.7x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct<=4.4 & weekly_close_loc>0.81 & weekly_close_vs_sma20>2.23 & weekly_range_pct>8.5 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
JSWINFRA [ENTERPRISE-Dryup] nf=11 down_streak=1 vol=0.5x sret=-0.2% rsi=45 distSMA200=-2% distHigh60=-9% atr=3.2% | close10d[290,289,287,291,287,284,293,294,298,297] vol5d[1.0x,0.5x,0.4x,0.6x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47 | hit_10pc_20d:dist_high_120<=-6.42 & dist_sma_200>-7.87 & rs_market_60d>-3.84 & weekly_close_loc>0.49 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35
