ABB [GOLD] nf=64 down_streak=1 vol=0.9x sret=-0.3% rsi=62 distSMA200=-25% distHigh60=-22% atr=3.5% | close10d[5370,5327,5160,5129,5140,5119,5188,5411,5476,5461] vol5d[0.5x,0.4x,0.7x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
HBLENGINE [GOLD-baseline] nf=104 down_streak=1 vol=1.3x sret=-4.6% rsi=51 distSMA200=-19% distHigh60=-30% atr=5.7% | close10d[453,456,435,438,423,415,406,419,482,460] vol5d[1.0x,0.8x,1.1x,8.4x,1.3x] | patterns: hit_15pc_20d:roc_5<=11.75 & weekly_close_loc>0.54 & weekly_range_pct>14.98 | hit_10pc_20d:dist_sma_20<=9.12 & weekly_close_loc>0.48 & weekly_range_pct>16.49 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3
HEG [ENTERPRISE-Dryup] nf=75 down_streak=0 vol=0.6x sret=+1.7% rsi=82 distSMA200=-3% distHigh60=-23% atr=4.3% | close10d[385,394,388,400,406,400,405,419,417,424] vol5d[0.6x,0.8x,1.2x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7
DRREDDY [ENTERPRISE-Dryup] nf=20 down_streak=0 vol=0.7x sret=+1.3% rsi=71 distSMA200=-7% distHigh60=-16% atr=2.2% | close10d[1133,1126,1113,1110,1098,1101,1143,1143,1165,1180] vol5d[0.6x,1.2x,0.0x,0.7x,0.7x] | patterns: hit_15pc_20d:atr_5_vs_20>0.92 & rs_sector_20d<=-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=3.35 & rs_sector_20d<=-0.11 & weekly_close_loc>0.5 & weekly_range_pct>6.83 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07 | hit_10pc_20d:dist_high_10>-2.52 & weekly_close_loc>0.5 & weekly_range_pct>7.5
HONASA [GOLD] nf=103 down_streak=0 vol=0.7x sret=+1.2% rsi=49 distSMA200=-38% distHigh60=-14% atr=3.8% | close10d[222,224,219,215,214,210,207,212,220,222] vol5d[0.3x,0.8x,2.2x,0.9x,0.7x] | patterns: hit_10pc_20d:roc_5<=4.11 & weekly_close_loc>0.74 & weekly_range_pct>8.64 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
HOMEFIRST [ENTERPRISE-Dryup] nf=42 down_streak=0 vol=0.3x sret=+2.0% rsi=69 distSMA200=-5% distHigh60=-9% atr=4.2% | close10d[1001,1000,1005,985,999,993,1002,993,991,1011] vol5d[0.2x,0.2x,0.3x,0.2x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d>13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
ECLERX [ENTERPRISE-Dryup] nf=77 down_streak=0 vol=0.5x sret=+1.4% rsi=32 distSMA200=-11% distHigh60=-29% atr=4.9% | close10d[1394,1397,1348,1296,1308,1261,1256,1286,1292,1310] vol5d[1.3x,0.7x,0.8x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71
HONAUT [GOLD-baseline] nf=25 down_streak=1 vol=3.3x sret=-2.0% rsi=50 distSMA200=-26% distHigh60=-23% atr=2.6% | close10d[35141,35813,34499,34131,34303,33850,33582,33893,34561,33867] vol5d[0.6x,0.7x,1.5x,1.5x,3.3x] | patterns: hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12 | hit_10pc_20d:dist_sma_200<=-25.2 | hit_15pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.75 & rs_sector_20d<=-5.33
HUDCO [GOLD] nf=103 down_streak=1 vol=1.1x sret=-1.0% rsi=73 distSMA200=-18% distHigh60=-22% atr=4.1% | close10d[183,182,179,181,181,181,188,189,201,199] vol5d[0.5x,1.9x,0.8x,1.6x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
HSCL [GOLD] nf=90 down_streak=1 vol=1.0x sret=-1.1% rsi=52 distSMA200=-15% distHigh60=-30% atr=4.7% | close10d[436,435,411,406,405,402,402,421,431,426] vol5d[0.7x,0.8x,0.9x,1.2x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9
DELHIVERY [GOLD] nf=90 down_streak=1 vol=0.9x sret=-1.5% rsi=51 distSMA200=-29% distHigh60=-28% atr=3.9% | close10d[261,255,251,248,240,242,242,252,261,257] vol5d[0.9x,0.7x,0.6x,1.5x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5
IDBI [GOLD] nf=14 down_streak=0 vol=0.9x sret=+0.6% rsi=64 distSMA200=-10% distHigh60=-14% atr=3.2% | close10d[72,73,74,73,73,72,72,73,75,75] vol5d[0.7x,0.6x,0.9x,1.4x,0.9x] | patterns: hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44
IFCI [GOLD] nf=120 down_streak=1 vol=0.9x sret=-1.0% rsi=53 distSMA200=-29% distHigh60=-32% atr=5.3% | close10d[44,44,42,42,41,41,40,42,44,43] vol5d[1.1x,0.6x,0.8x,1.1x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44
ELECON [GOLD] nf=118 down_streak=1 vol=1.0x sret=-1.3% rsi=47 distSMA200=-28% distHigh60=-35% atr=5.4% | close10d[424,438,415,400,402,391,391,415,431,426] vol5d[1.4x,0.8x,1.6x,1.1x,1.0x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3
INDIANB [GOLD] nf=40 down_streak=0 vol=1.2x sret=+1.7% rsi=54 distSMA200=-1% distHigh60=-5% atr=3.2% | close10d[514,517,496,499,482,478,487,500,512,521] vol5d[1.6x,0.7x,0.9x,0.8x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
CENTRALBK [GOLD] nf=81 down_streak=0 vol=1.2x sret=+0.9% rsi=45 distSMA200=-22% distHigh60=-22% atr=3.6% | close10d[44,44,43,42,42,41,41,42,44,44] vol5d[0.9x,0.8x,0.9x,1.1x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
INDUSTOWER [ENTERPRISE-Dryup] nf=32 down_streak=0 vol=0.6x sret=+0.4% rsi=51 distSMA200=-8% distHigh60=-13% atr=3.4% | close10d[330,327,330,341,325,327,331,337,339,341] vol5d[1.1x,0.8x,0.6x,1.2x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7
INDIAMART [ENTERPRISE-Dryup] nf=53 down_streak=0 vol=0.9x sret=+1.8% rsi=75 distSMA200=-16% distHigh60=-10% atr=2.8% | close10d[2011,2011,2009,1946,1935,1956,1959,2036,2089,2127] vol5d[0.7x,0.9x,1.0x,0.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
HINDZINC [GOLD] nf=32 down_streak=0 vol=1.5x sret=+0.5% rsi=73 distSMA200=-12% distHigh60=-5% atr=3.1% | close10d[426,429,426,427,428,430,435,436,454,456] vol5d[0.9x,1.0x,0.9x,4.1x,1.5x] | patterns: hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>2.33 & rs_market_60d<=28.94 & weekly_close_loc>0.31 & weekly_range_pct>10.12 | hit_10pc_20d:n_sub_75v_7d<=2.5 & weekly_close_loc>0.22 & weekly_range_pct>9.96 | hit_10pc_20d:weekly_close_loc<=0.74 & weekly_close_loc>0.44 & weekly_range_pct>9.45
INOXWIND [ENTERPRISE-Dryup] nf=69 down_streak=0 vol=0.7x sret=+1.8% rsi=62 distSMA200=-8% distHigh60=-10% atr=5.2% | close10d[151,168,165,162,162,160,158,164,166,169] vol5d[0.5x,0.4x,0.5x,0.4x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>4.93 & weekly_close_loc>0.61 & weekly_range_pct<=11.72
IOB [GOLD] nf=69 down_streak=1 vol=1.5x sret=-1.9% rsi=41 distSMA200=-23% distHigh60=-21% atr=3.9% | close10d[44,45,43,43,42,42,41,42,44,43] vol5d[0.7x,0.8x,1.1x,1.2x,1.5x] | patterns: hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:roc_5<=2.59 & weekly_close_loc>0.48 & weekly_range_pct<=16.49 & weekly_range_pct>6.77 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0
INTELLECT [GOLD] nf=111 down_streak=0 vol=0.8x sret=+1.2% rsi=47 distSMA200=-22% distHigh60=-36% atr=4.6% | close10d[680,670,654,668,657,645,642,655,681,689] vol5d[0.9x,0.7x,0.8x,2.2x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44
IIFL [ENTERPRISE-Dryup] nf=86 down_streak=1 vol=0.5x sret=-1.1% rsi=54 distSMA200=-23% distHigh60=-26% atr=4.5% | close10d[326,322,314,312,313,313,307,326,331,327] vol5d[0.4x,0.6x,1.3x,0.9x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
IRB [GOLD] nf=77 down_streak=0 vol=0.8x sret=+0.8% rsi=53 distSMA200=-20% distHigh60=-25% atr=3.7% | close10d[22,22,22,22,22,21,21,22,23,23] vol5d[0.7x,0.7x,0.7x,1.4x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44
IREDA [GOLD] nf=125 down_streak=1 vol=0.9x sret=-1.3% rsi=35 distSMA200=-29% distHigh60=-36% atr=5.2% | close10d[150,150,144,142,141,140,138,146,152,150] vol5d[0.5x,0.5x,1.6x,1.1x,0.9x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06
JBMA [ENTERPRISE-Dryup] nf=128 down_streak=0 vol=0.6x sret=+0.9% rsi=50 distSMA200=-36% distHigh60=-34% atr=6.3% | close10d[540,549,526,510,509,497,493,521,540,545] vol5d[0.6x,0.6x,0.9x,0.6x,0.6x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66
JBCHEPHARM [GOLD] nf=69 down_streak=0 vol=0.9x sret=+1.9% rsi=56 distSMA200=-10% distHigh60=-15% atr=4.4% | close10d[1592,1578,1591,1568,1504,1518,1522,1590,1599,1630] vol5d[2.0x,0.6x,1.4x,0.7x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0
JKTYRE [ENTERPRISE-Dryup] nf=88 down_streak=0 vol=0.9x sret=+1.2% rsi=57 distSMA200=-25% distHigh60=-28% atr=3.8% | close10d[273,280,270,270,271,268,264,272,282,286] vol5d[0.5x,0.5x,0.5x,0.7x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
JMFINANCIL [GOLD] nf=121 down_streak=0 vol=1.1x sret=+0.3% rsi=44 distSMA200=-20% distHigh60=-32% atr=5.5% | close10d[96,98,90,91,88,89,84,88,91,91] vol5d[1.1x,1.5x,1.3x,1.3x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & roc_5<=5.1 & weekly_close_loc>0.67 & weekly_range_pct>11.61 | hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72
JPPOWER [GOLD] nf=112 down_streak=1 vol=1.3x sret=-0.7% rsi=57 distSMA200=-17% distHigh60=-21% atr=4.9% | close10d[14,14,14,14,14,13,13,13,15,15] vol5d[1.3x,1.0x,0.9x,2.7x,1.3x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93
JSL [ENTERPRISE-Dryup] nf=24 down_streak=1 vol=0.7x sret=-0.2% rsi=70 distSMA200=-8% distHigh60=-12% atr=3.6% | close10d[652,655,641,649,637,632,642,648,655,654] vol5d[0.7x,0.6x,0.7x,1.0x,0.7x] | patterns: hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc<=0.74 & weekly_close_loc>0.69 & weekly_range_pct>5.15 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41
JSWENERGY [GOLD] nf=85 down_streak=1 vol=0.6x sret=-1.4% rsi=83 distSMA200=-13% distHigh60=-16% atr=4.2% | close10d[500,492,505,514,515,514,528,548,571,563] vol5d[0.7x,0.6x,0.9x,1.2x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
